uniqueid,Divorce_date,Date_of_marriage,Age_partner_man,Marriage_duration,Type_of_divorce,Num_Children,DOB_partner_man,Level_of_education_partner_man,year_of_marriage,year_of_DOB,year_of_Divorse,month_of_DOB,day_of_DOB,DONE,dayun,man時干,man時支,man日干,man日支,man月干,man月支,man年干,man年支,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,man流年大運天地合,man流年大運伏吟,當令,man大運天干十神,man大運地支十神,man大運財透干,man大運財得地,man年干十神,man年支十神,man月干十神,man月支十神,年月有多少財,年月有多少官,本命日支六合,本命日支三合,本命日支被三合或六合,日支大運六合,日支大運三合,日支被大運三合或六合,流年之前日支被合,marriage_age,marri_age_group,man大運財透干2,man大運財得地2,man大運日支六沖,man大運日支六合,man大運日干五合,man大運日柱天地合,man財透干2,man財得地2,man流年大運地支伏吟
4244,2011-07-29,2009-10-01,37.0,1.0,Voluntario,,1973-10-08,PROFESIONAL,2009,1973,2011,10,8,1,戊午,庚,子,丁,丑,辛,酉,癸,丑,己丑,True,False,False,食神,食神,False,False,False,False,False,日干生日支,False,False,False,False,False,0,傷官,劫財,False,False,七殺,食神,偏財,偏財,2,1,no,no,no,no,no,no,no,36,31-40,False,False,False,False,False,False,False,False,False
4245,2013-07-29,2007-05-24,24.0,4.0,Necesario,2.0,1988-12-09,PRIMARIA,2007,1988,2013,12,9,1,乙丑,壬,子,戊,戌,甲,子,戊,辰,丁亥,False,False,False,正印,偏財,False,True,False,False,False,比和,False,False,False,False,False,0,正官,劫財,False,False,比肩,比肩,七殺,正財,1,1,no,no,no,no,no,no,no,19,0-20,False,False,False,False,False,False,False,True,False
4246,2013-07-29,1990-08-09,45.0,22.0,Voluntario,2.0,1968-07-15,PREPARATORIA,1990,1968,2013,7,15,1,辛酉,戊,子,丙,戌,己,未,戊,申,庚午,False,False,False,偏財,比肩,True,False,False,False,False,日干生日支,True,False,False,False,False,0,正財,正財,True,True,食神,偏財,傷官,傷官,1,0,no,no,no,no,no,no,no,22,21-30,True,True,False,False,True,False,True,False,False
4247,2000-08-29,1972-09-18,50.0,27.0,Voluntario,5.0,1950-03-24,PRIMARIA,1972,1950,2000,3,24,1,辛巳,壬,子,戊,午,己,卯,庚,寅,壬子,False,True,False,偏財,正財,True,True,False,False,True,日支生日干,False,False,False,False,False,0,傷官,正印,False,False,食神,七殺,劫財,正官,0,2,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,True,True,False
4248,2005-08-29,1996-07-26,35.0,8.0,Necesario,3.0,1970-06-23,PROFESIONAL,1996,1970,2005,6,23,1,乙酉,甲,子,甲,戌,壬,午,庚,戌,丙子,False,False,False,食神,正印,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,劫財,正官,False,False,七殺,偏財,偏印,食神,1,1,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
4249,2008-08-29,1975-12-19,57.0,15.0,Necesario,2.0,1951-07-25,PROFESIONAL,1975,1951,2008,7,25,1,癸巳,戊,子,丙,寅,乙,未,辛,卯,乙卯,False,False,False,正印,正印,False,False,False,False,False,日支生日干,False,True,False,False,False,0,正官,劫財,False,False,正財,正印,正印,傷官,1,0,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
4250,2008-08-29,2000-09-07,48.0,7.0,Necesario,1.0,1960-05-25,PREPARATORIA,2000,1960,2008,5,25,1,乙酉,壬,子,癸,丑,辛,巳,庚,子,庚辰,False,False,False,正印,正官,False,False,False,False,False,日支剋日干,False,False,False,True,False,0,食神,偏印,False,False,正印,比肩,偏印,偏財,1,0,yes,no,yes,no,yes,yes,yes,40,31-40,False,False,False,False,False,False,False,False,False
4251,2008-08-29,1992-10-29,38.0,16.0,Necesario,3.0,1969-12-22,PREPARATORIA,1992,1969,2008,12,22,1,甲戌,戊,子,辛,未,丙,子,己,酉,壬申,False,False,False,傷官,劫財,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正財,正印,True,False,偏印,比肩,正官,食神,0,1,no,no,no,no,no,no,no,23,21-30,True,False,False,False,False,False,False,False,False
4252,2011-08-29,1994-11-24,55.0,16.0,Necesario,2.0,1956-01-04,PROFESIONAL,1994,1956,2011,1,4,1,乙酉,丙,子,庚,午,戊,子,乙,未,甲戌,False,False,False,偏財,偏印,True,False,False,False,False,日支剋日干,True,False,False,False,False,0,正財,劫財,True,False,正財,正印,偏印,傷官,1,0,yes,no,yes,no,no,no,yes,38,31-40,True,False,False,False,True,False,True,False,False
4253,2014-08-29,1975-07-25,65.0,39.0,Voluntario,2.0,1948-11-10,PROFESIONAL,1975,1948,2014,11,10,1,乙丑,甲,子,己,亥,癸,亥,戊,子,乙卯,False,False,False,七殺,七殺,False,False,False,False,False,日干剋日支,True,False,False,False,False,0,七殺,比肩,False,False,劫財,偏財,偏財,正財,3,0,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
4254,2000-09-29,1969-07-12,49.0,31.0,Necesario,4.0,1950-11-30,PROFESIONAL,1969,1950,2000,11,30,1,己丑,甲,子,己,巳,丁,亥,庚,寅,己酉,False,False,False,比肩,食神,False,False,False,False,False,日支生日干,True,False,True,False,False,0,比肩,比肩,False,False,傷官,正官,偏印,正財,1,1,no,no,no,no,no,no,no,19,0-20,False,False,False,False,False,False,False,False,False
4255,2003-09-29,1985-11-06,41.0,17.0,Voluntario,2.0,1962-05-01,PROFESIONAL,1985,1962,2003,5,1,1,丁未,甲,子,己,亥,甲,辰,壬,寅,乙丑,False,False,False,七殺,比肩,False,False,False,False,False,日干剋日支,False,True,False,False,False,1,偏印,比肩,False,False,正財,正官,正官,劫財,1,2,yes,no,yes,no,no,no,yes,23,21-30,False,False,False,False,False,False,False,False,False
4256,2003-09-29,1993-09-22,36.0,10.0,Voluntario,2.0,1967-09-24,PROFESIONAL,1993,1967,2003,9,24,1,丙午,戊,子,辛,卯,己,酉,丁,未,癸酉,False,True,False,食神,比肩,False,False,False,False,False,日干剋日支,False,False,False,False,False,1,正官,正官,False,False,七殺,偏印,偏印,比肩,0,1,no,no,no,no,no,no,no,26,21-30,False,False,False,False,True,False,False,False,False
4257,2004-09-29,1995-04-08,46.0,9.0,Voluntario,2.0,1958-03-29,PROFESIONAL,1995,1958,2004,3,29,1,己未,丙,子,乙,巳,乙,卯,戊,戌,乙亥,False,True,False,比肩,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,1,偏財,偏財,True,True,正財,正財,比肩,比肩,2,0,no,no,no,no,no,no,no,37,31-40,True,True,False,False,False,False,False,False,False
4258,2004-09-29,1995-09-14,35.0,9.0,Voluntario,,1969-09-06,PREPARATORIA,1995,1969,2004,9,6,1,庚午,甲,子,甲,申,壬,申,己,酉,乙亥,False,False,False,劫財,偏印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,七殺,食神,False,False,正財,正官,偏印,七殺,1,2,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
4259,2005-09-29,2002-05-24,33.0,3.0,Voluntario,,1971-11-23,SECUNDARIA,2002,1971,2005,11,23,1,丙申,庚,子,壬,子,己,亥,辛,亥,壬午,False,True,False,比肩,偏財,False,True,False,False,False,比和,False,False,False,False,False,1,偏財,偏印,True,False,正印,比肩,正官,比肩,0,1,no,no,no,no,no,no,no,31,21-30,True,False,False,False,False,False,False,True,False
4260,2005-09-29,2003-05-02,33.0,2.0,Necesario,1.0,1972-08-03,PROFESIONAL,2003,1972,2005,8,3,1,庚戌,戊,子,丙,寅,丁,未,壬,子,癸未,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,False,False,0,偏財,食神,True,False,七殺,正官,劫財,傷官,0,2,no,no,no,no,no,no,no,31,21-30,True,False,False,False,False,False,False,False,False
4261,2008-09-29,1999-07-15,34.0,9.0,Necesario,1.0,1974-03-24,PROFESIONAL,1999,1974,2008,3,24,1,庚午,甲,子,甲,子,丁,卯,甲,寅,己卯,False,False,False,正財,劫財,True,False,True,False,False,日支生日干,False,False,False,False,False,1,七殺,食神,False,False,比肩,比肩,傷官,劫財,0,0,no,no,no,no,no,no,no,25,21-30,False,False,True,False,False,False,True,False,False
4262,2008-09-29,1996-08-24,60.0,5.0,Voluntario,,1948-03-16,PROFESIONAL,1996,1948,2008,3,16,1,庚申,丙,子,庚,子,乙,卯,戊,子,丙子,True,False,False,七殺,傷官,False,False,False,False,False,日干生日支,False,False,False,False,False,0,比肩,比肩,False,False,偏印,傷官,正財,正財,2,0,no,no,no,no,no,no,no,48,41-50,False,False,False,False,False,False,False,False,False
4263,2008-09-29,2003-06-18,28.0,5.0,Voluntario,,1980-07-29,PROFESIONAL,2003,1980,2008,7,29,1,丙戌,壬,子,癸,卯,癸,未,庚,申,癸未,False,False,False,比肩,七殺,False,False,False,False,False,日干生日支,True,False,False,False,False,0,正財,正官,True,False,正印,正印,比肩,七殺,0,1,no,no,no,yes,no,no,no,23,21-30,True,False,False,True,False,False,False,False,False
4264,2008-09-29,1991-02-01,39.0,17.0,Necesario,2.0,1969-03-26,PREPARATORIA,1991,1969,2008,3,26,1,乙丑,丙,子,庚,子,丁,卯,己,酉,辛未,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,0,正財,正印,True,False,正印,劫財,正官,正財,1,1,no,no,no,yes,no,no,no,22,21-30,True,False,False,True,True,True,False,False,False
4265,2008-09-29,1980-11-21,46.0,28.0,Necesario,2.0,1961-10-07,PREPARATORIA,1980,1961,2008,10,7,1,乙未,壬,子,癸,酉,丁,酉,辛,丑,庚申,False,False,False,正印,正印,False,False,False,False,False,日支生日干,False,True,False,False,False,0,食神,七殺,False,False,偏印,七殺,偏財,偏印,1,1,no,no,no,no,no,no,no,19,0-20,False,False,False,False,False,False,False,False,False
4266,2008-09-29,2003-10-13,32.0,4.0,Voluntario,,1975-11-03,PROFESIONAL,2003,1975,2008,11,3,1,癸未,壬,子,癸,丑,丙,戌,乙,卯,癸未,False,True,False,比肩,七殺,False,False,False,False,False,日支剋日干,False,False,False,False,True,0,比肩,七殺,False,False,食神,食神,正財,正官,1,1,no,no,no,no,no,no,no,28,21-30,False,False,True,False,False,False,False,False,True
4267,2008-09-29,2000-04-12,32.0,8.0,Necesario,2.0,1976-06-08,PREPARATORIA,2000,1976,2008,6,8,1,丙申,戊,子,辛,卯,甲,午,丙,辰,庚辰,False,False,False,劫財,正印,False,False,False,False,False,日干剋日支,False,True,False,False,False,0,正官,劫財,False,False,正官,正印,正財,正官,1,2,no,no,no,no,no,no,no,24,21-30,False,False,False,False,True,False,False,False,False
4268,2011-09-29,2007-12-27,32.0,2.0,Necesario,1.0,1979-09-07,PROFESIONAL,2007,1979,2011,9,7,1,庚午,庚,子,丁,丑,壬,申,己,未,丁亥,False,False,False,比肩,正官,False,False,False,False,False,日干生日支,False,True,False,False,False,0,正財,劫財,True,False,食神,食神,正官,正財,1,1,no,no,no,no,no,no,no,28,21-30,True,False,False,False,False,False,False,False,False
4269,2001-10-29,1994-06-18,32.0,7.0,Voluntario,,1969-06-25,PROFESIONAL,1994,1969,2001,6,25,1,戊辰,戊,子,辛,未,庚,午,己,酉,甲戌,False,False,False,正財,正印,True,False,False,False,False,日支生日干,False,False,False,False,False,0,正印,正印,False,False,偏印,比肩,劫財,正官,0,1,yes,no,yes,no,no,no,yes,25,21-30,False,False,False,False,False,False,True,False,False
4270,2002-10-29,1988-06-10,39.0,14.0,Voluntario,1.0,1963-07-11,PROFESIONAL,1988,1963,2002,7,11,1,丙辰,丙,子,乙,卯,己,未,癸,卯,戊辰,False,False,False,正財,正財,True,True,False,False,True,比和,False,True,False,False,False,0,傷官,正財,False,True,偏印,比肩,偏財,偏財,2,0,no,no,no,no,no,no,no,25,21-30,False,True,False,False,False,False,True,True,True
4271,2002-10-29,1996-10-14,31.0,6.0,Voluntario,1.0,1971-09-22,PREPARATORIA,1996,1971,2002,9,22,1,甲午,丙,子,庚,戌,丁,酉,辛,亥,丙子,False,False,False,七殺,傷官,False,False,False,False,False,日支生日干,False,False,False,False,False,1,偏財,七殺,True,False,劫財,食神,正官,劫財,0,1,no,no,no,no,no,no,no,25,21-30,True,False,False,False,False,False,False,False,False
4272,2003-10-29,2001-05-24,24.0,2.0,Voluntario,1.0,1979-09-02,PREPARATORIA,2001,1979,2003,9,2,1,庚午,庚,子,壬,申,壬,申,己,未,辛巳,False,False,True,正印,正財,False,True,False,False,False,日支生日干,False,False,False,False,False,0,偏印,偏財,False,True,正官,正官,比肩,偏印,0,2,no,no,no,no,no,no,no,22,21-30,False,True,False,False,False,False,False,True,False
4273,2003-10-29,1996-05-10,32.0,7.0,Voluntario,1.0,1971-08-10,PROFESIONAL,1996,1971,2003,8,10,1,癸巳,庚,子,丁,卯,丙,申,辛,亥,丙子,False,False,False,劫財,七殺,False,False,False,False,False,日支生日干,False,False,False,False,False,0,七殺,比肩,False,False,偏財,正官,劫財,正財,2,1,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,False
4274,2003-10-29,1979-11-21,53.0,23.0,Voluntario,3.0,1950-05-18,PROFESIONAL,1979,1950,2003,5,18,1,甲申,壬,子,癸,丑,辛,巳,庚,寅,己未,False,True,False,七殺,七殺,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,傷官,正印,False,False,正印,傷官,偏印,偏財,1,0,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,False,False
4275,2004-10-29,1993-11-20,53.0,10.0,Voluntario,1.0,1950-12-07,PROFESIONAL,1993,1950,2004,12,7,1,壬辰,戊,子,丙,子,丁,亥,庚,寅,癸酉,False,False,False,正官,正財,False,True,False,False,False,日支剋日干,False,False,False,False,False,0,七殺,食神,False,False,偏財,偏印,劫財,七殺,1,1,no,no,no,no,no,no,no,43,41-50,False,False,False,False,False,False,False,True,False
4276,2004-10-29,1989-12-29,39.0,14.0,Voluntario,2.0,1965-01-20,PROFESIONAL,1989,1965,2004,1,20,1,己卯,甲,子,甲,戌,丁,丑,甲,辰,己巳,False,False,False,正財,傷官,True,False,True,False,False,日干剋日支,False,False,False,False,False,0,正財,劫財,True,False,比肩,偏財,傷官,正財,2,0,no,no,no,yes,no,no,no,24,21-30,True,False,False,True,True,True,True,False,False
4277,2004-10-29,1999-04-17,28.0,,Voluntario,2.0,1976-07-20,PROFESIONAL,1999,1976,2004,7,20,1,丁酉,壬,子,癸,酉,乙,未,丙,辰,己卯,False,True,False,七殺,食神,False,False,False,False,False,日支生日干,False,False,False,False,False,0,偏財,偏印,True,False,正財,正官,食神,七殺,1,2,yes,no,yes,no,no,no,yes,23,21-30,True,False,False,False,False,False,False,False,False
4278,2007-10-29,2003-12-05,34.0,3.0,Voluntario,,1972-12-21,PROFESIONAL,2003,1972,2007,12,21,1,乙卯,戊,子,丙,戌,壬,子,壬,子,癸未,False,False,False,正官,傷官,False,False,False,False,False,日干生日支,False,False,False,False,False,0,正印,正印,False,False,七殺,正官,七殺,正官,0,4,no,no,no,yes,no,no,no,31,21-30,False,False,False,True,False,False,False,False,False
4279,2007-10-29,2001-01-23,26.0,6.0,Necesario,3.0,1981-01-08,PROFESIONAL,2001,1981,2007,1,8,1,辛卯,戊,子,丙,戌,己,丑,庚,申,辛巳,False,False,False,正財,劫財,True,False,True,False,False,日干生日支,False,False,False,False,False,0,正財,正印,True,False,偏財,偏財,傷官,傷官,2,0,no,no,no,yes,no,no,no,20,0-20,True,False,False,True,True,True,True,False,False
4280,2008-10-29,2002-12-04,35.0,5.0,Necesario,1.0,1973-04-05,PROFESIONAL,2002,1973,2008,4,5,1,壬子,戊,子,辛,未,乙,卯,癸,丑,壬午,False,False,True,傷官,正官,False,False,False,False,False,日支生日干,False,True,False,False,False,0,傷官,食神,False,False,食神,偏印,偏財,偏財,2,0,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,False,False
4281,2008-10-29,1998-12-04,35.0,10.0,Necesario,2.0,1973-05-25,SECUNDARIA,1998,1973,2008,5,25,1,乙卯,戊,子,辛,酉,丁,巳,癸,丑,戊寅,False,False,False,正印,正財,False,True,False,False,False,比和,False,False,False,False,False,0,偏財,偏財,True,True,食神,偏印,七殺,七殺,0,2,no,yes,yes,no,no,no,yes,25,21-30,True,True,True,False,False,False,False,True,False
4282,2009-10-29,1986-11-29,44.0,21.0,Necesario,2.0,1965-08-11,PROFESIONAL,1986,1965,2009,8,11,1,辛巳,庚,子,丁,酉,甲,申,乙,巳,丙寅,False,False,False,劫財,正印,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,偏財,比肩,True,False,偏印,比肩,正印,正財,1,0,no,no,no,no,no,no,no,21,0-20,True,False,False,False,False,False,False,False,False
4283,2009-10-29,1982-03-05,53.0,20.0,Necesario,2.0,1955-11-09,PROFESIONAL,1982,1955,2009,11,9,1,甲申,甲,子,甲,戌,丁,亥,乙,未,壬戌,True,False,False,偏印,偏財,False,True,False,False,False,日干剋日支,False,False,False,False,False,0,比肩,七殺,False,False,劫財,正財,傷官,偏印,1,0,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,True,False
4284,2010-10-29,2005-08-02,30.0,5.0,Voluntario,,1980-01-17,PREPARATORIA,2005,1980,2010,1,17,1,甲戌,甲,子,己,丑,丁,丑,己,未,乙酉,False,False,False,七殺,食神,False,False,False,False,False,比和,True,False,False,False,False,1,正官,劫財,False,False,比肩,比肩,偏印,比肩,0,0,no,no,no,no,no,no,no,25,21-30,False,False,False,False,True,False,False,False,False
4285,2010-10-29,2001-04-26,29.0,7.0,Necesario,1.0,1980-12-06,PROFESIONAL,2001,1980,2010,12,6,1,庚寅,壬,子,癸,丑,丁,亥,庚,申,辛巳,False,False,False,偏印,偏財,False,True,False,False,False,日支剋日干,True,False,False,False,False,1,正印,傷官,False,False,正印,正印,偏財,劫財,1,0,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,True,False
4286,2013-10-29,2002-12-05,35.0,10.0,Necesario,1.0,1978-08-09,PROFESIONAL,2002,1978,2013,8,9,1,壬戌,壬,子,癸,卯,庚,申,戊,午,壬午,False,False,False,劫財,正財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,劫財,正官,False,False,正官,正財,正印,正印,1,1,no,no,no,yes,no,no,no,24,21-30,False,False,False,True,False,False,False,True,False
4287,2013-10-29,1995-01-20,42.0,18.0,Necesario,3.0,1970-11-20,PREPARATORIA,1995,1970,2013,11,20,1,己丑,甲,子,甲,辰,丁,亥,庚,戌,乙亥,False,False,False,劫財,偏印,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正財,正財,True,True,七殺,偏財,傷官,偏印,1,1,no,no,no,no,no,no,no,25,21-30,True,True,False,False,True,False,False,False,False
4288,2013-10-29,1988-05-21,58.0,25.0,Necesario,2.0,1954-12-30,PROFESIONAL,1988,1954,2013,12,30,1,庚辰,丙,子,庚,申,丙,子,甲,午,戊辰,False,False,False,偏印,偏印,False,False,False,False,False,比和,True,False,False,False,False,0,比肩,偏印,False,False,偏財,七殺,七殺,傷官,1,2,no,no,no,no,yes,yes,yes,34,31-40,False,False,False,False,False,False,False,False,True
4289,2000-11-29,1997-10-09,22.0,3.0,Voluntario,1.0,1978-05-01,PREPARATORIA,1997,1978,2000,5,1,1,戊午,壬,子,癸,亥,丙,辰,戊,午,丁丑,False,False,False,偏財,七殺,True,False,False,False,False,比和,False,True,False,False,False,0,正官,正財,False,True,正官,正財,正財,正官,2,2,no,no,no,no,no,no,no,19,0-20,False,True,False,False,True,False,True,False,False
4290,2000-11-29,1987-11-24,42.0,13.0,Necesario,1.0,1958-05-13,PRIMARIA,1987,1958,2000,5,13,1,庚申,丙,子,庚,寅,丁,巳,戊,戌,丁卯,False,False,False,正官,正財,False,True,False,False,False,日干剋日支,False,True,False,False,False,0,比肩,比肩,False,False,偏印,偏印,正官,正官,0,2,no,no,no,no,no,no,no,29,21-30,False,False,True,False,False,False,False,True,False
4291,2000-11-29,1989-11-22,57.0,19.0,Voluntario,2.0,1943-03-24,PRIMARIA,1989,1943,2000,3,24,1,庚戌,戊,子,辛,巳,乙,卯,癸,未,己巳,True,False,False,偏印,七殺,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,劫財,正印,False,False,食神,偏印,偏財,偏財,2,0,no,no,no,no,no,no,no,46,41-50,False,False,False,False,False,False,False,False,False
4292,2001-11-29,1994-04-23,31.0,7.0,Necesario,1.0,1970-08-11,PROFESIONAL,1994,1970,2001,8,11,1,丙戌,壬,子,癸,亥,甲,申,庚,戌,甲戌,False,False,False,傷官,正官,False,False,False,False,False,比和,False,False,False,False,False,0,正財,正官,True,False,正印,正官,傷官,正印,0,1,no,no,no,no,no,no,no,24,21-30,True,False,False,False,False,False,False,False,True
4293,2001-11-29,1993-06-11,38.0,8.0,Voluntario,1.0,1963-05-26,PROFESIONAL,1993,1963,2001,5,26,1,甲寅,甲,子,己,巳,丁,巳,癸,卯,癸酉,False,False,False,偏財,食神,True,False,False,False,False,日支生日干,True,False,True,False,False,0,正官,正官,False,False,偏財,七殺,偏印,偏印,1,1,no,no,no,no,no,no,no,30,21-30,False,False,False,False,True,False,True,False,False
4294,2002-11-29,1989-12-09,40.0,12.0,Voluntario,1.0,1962-05-25,PROFESIONAL,1989,1962,2002,5,25,1,戊申,壬,子,癸,亥,乙,巳,壬,寅,己巳,False,True,False,七殺,偏財,False,True,False,False,False,比和,False,False,False,False,False,0,正官,正印,False,False,劫財,傷官,食神,偏財,1,0,yes,no,yes,no,no,no,yes,27,21-30,False,False,False,False,True,False,False,True,False
4295,2002-11-29,1984-08-15,49.0,18.0,Voluntario,3.0,1953-03-20,PREPARATORIA,1984,1953,2002,3,20,1,壬子,丙,子,庚,午,乙,卯,癸,巳,甲子,False,True,False,偏財,傷官,True,False,False,False,False,日支剋日干,False,False,False,False,False,0,食神,傷官,False,False,傷官,正官,正財,正財,2,1,no,no,no,no,no,no,no,31,21-30,False,False,True,False,False,False,True,False,True
4296,2002-11-29,1984-10-26,43.0,18.0,Voluntario,,1959-03-12,PROFESIONAL,1984,1959,2002,3,12,1,甲子,壬,子,癸,巳,丁,卯,己,亥,甲子,False,False,False,傷官,比肩,False,False,False,False,False,日干剋日支,False,False,False,False,True,0,傷官,比肩,False,False,七殺,劫財,偏財,食神,1,1,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,True
4297,2005-11-29,1988-10-01,43.0,14.0,Necesario,1.0,1962-09-30,PROFESIONAL,1988,1962,2005,9,30,1,壬子,戊,子,辛,未,己,酉,壬,寅,戊辰,False,False,False,正印,正印,False,False,False,False,False,日支生日干,False,False,False,False,False,1,傷官,食神,False,False,傷官,正財,偏印,比肩,1,0,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
4298,2006-11-29,2004-01-09,40.0,2.0,Necesario,1.0,1966-11-01,PREPARATORIA,2004,1966,2006,11,1,1,壬寅,甲,子,甲,子,戊,戌,丙,午,甲申,False,False,False,比肩,七殺,False,False,False,False,False,日支生日干,True,False,False,False,False,0,偏印,比肩,False,False,食神,食神,偏財,偏財,2,0,no,no,no,no,no,no,no,38,31-40,False,False,False,False,False,False,False,False,False
4299,2006-11-29,1998-11-09,32.0,7.0,Necesario,1.0,1973-12-17,PROFESIONAL,1998,1973,2006,12,17,1,辛酉,庚,子,丁,亥,甲,子,癸,丑,戊寅,False,False,True,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,偏財,偏財,True,True,七殺,食神,正印,七殺,0,2,no,no,no,no,no,no,no,25,21-30,True,True,False,False,False,False,False,False,False
4300,2006-11-29,1986-12-27,49.0,19.0,Necesario,2.0,1957-08-23,PREPARATORIA,1986,1957,2006,8,23,1,乙巳,庚,子,丁,卯,戊,申,丁,酉,丙寅,False,False,False,劫財,正印,False,False,False,False,False,日支生日干,False,True,False,False,False,0,偏印,比肩,False,False,比肩,偏財,傷官,正財,2,0,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,False,False
4301,2007-11-29,1973-12-20,60.0,34.0,Necesario,3.0,1946-12-14,PREPARATORIA,1973,1946,2007,12,14,1,壬寅,庚,子,壬,戌,庚,子,丙,戌,癸丑,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,False,False,1,比肩,食神,False,False,偏財,七殺,偏印,劫財,1,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
4302,2007-11-29,1996-06-15,37.0,11.0,Necesario,2.0,1970-05-11,PROFESIONAL,1996,1970,2007,5,11,1,癸未,戊,子,辛,卯,辛,巳,庚,戌,丙子,False,False,False,正官,食神,False,False,True,False,False,日干剋日支,False,False,False,False,False,0,食神,偏印,False,False,劫財,正印,比肩,七殺,0,1,yes,no,yes,no,no,no,yes,26,21-30,False,False,False,False,False,False,False,False,False
4303,2010-11-29,2007-12-15,31.0,2.0,Voluntario,,1978-12-16,PROFESIONAL,2007,1978,2010,12,16,1,丁卯,庚,子,壬,子,甲,子,戊,午,丁亥,False,False,False,正財,比肩,True,False,True,False,False,比和,False,True,False,False,False,1,正財,傷官,True,False,七殺,偏財,食神,劫財,1,1,no,no,no,no,no,no,no,29,21-30,True,False,False,False,True,False,True,False,False
4304,2011-11-29,2007-10-15,28.0,3.0,Necesario,2.0,1983-04-06,SECUNDARIA,2007,1983,2011,4,6,1,癸丑,甲,子,甲,子,丙,辰,癸,亥,丁亥,False,False,False,傷官,偏印,False,False,False,False,False,日支生日干,False,True,False,False,False,0,正印,正財,False,True,正印,偏印,食神,偏財,1,0,no,no,no,yes,no,no,no,24,21-30,False,True,False,True,False,False,False,False,False
4305,2012-11-29,1998-12-26,44.0,11.0,Necesario,1.0,1968-08-31,,1998,1968,2012,8,31,1,癸亥,壬,子,癸,酉,庚,申,戊,申,戊寅,False,False,False,正官,傷官,False,False,True,False,False,日支生日干,False,False,False,True,False,0,比肩,劫財,False,False,正官,正印,正印,正印,0,1,no,no,no,no,no,no,no,30,21-30,False,False,False,False,False,False,False,False,False
4306,2012-11-29,2011-10-07,34.0,1.0,Voluntario,,1978-10-20,PROFESIONAL,2011,1978,2012,10,20,1,乙丑,丙,子,乙,卯,壬,戌,戊,午,辛卯,True,False,False,七殺,比肩,False,False,False,False,False,比和,False,False,False,False,False,0,比肩,偏財,False,True,正財,傷官,正印,正財,2,0,yes,no,yes,no,no,no,yes,33,31-40,False,True,False,False,False,False,False,False,False
4307,2012-11-29,2007-07-09,29.0,5.0,Necesario,1.0,1983-02-20,,2007,1983,2012,2,20,1,壬子,甲,子,己,卯,甲,寅,癸,亥,丁亥,False,False,False,偏印,正財,False,True,False,False,False,日支剋日干,True,False,False,False,False,0,正財,偏財,True,True,偏財,正財,正官,正官,2,2,no,no,no,no,no,no,no,24,21-30,True,True,False,False,False,False,False,True,False
4308,2013-11-29,2007-07-02,33.0,6.0,Necesario,1.0,1980-01-19,PROFESIONAL,2007,1980,2013,1,19,1,甲戌,戊,子,辛,卯,丁,丑,己,未,丁亥,False,False,False,七殺,傷官,False,False,False,False,False,日干剋日支,True,False,False,False,False,0,正財,正印,True,False,偏印,偏印,七殺,偏印,0,1,no,no,no,yes,no,no,no,27,21-30,True,False,False,True,False,False,False,False,False
4309,2000-12-29,1977-09-27,46.0,23.0,Voluntario,3.0,1954-07-09,PROFESIONAL,1977,1954,2000,7,9,1,癸酉,戊,子,丙,寅,辛,未,甲,午,丁巳,False,False,False,劫財,劫財,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正官,正財,False,True,偏印,比肩,正財,傷官,1,0,no,no,no,no,no,no,no,23,21-30,False,True,False,False,False,False,False,False,False
